Poland, Life tables (period 1x1), Females	Last modified: 13 Apr 2021;  Methods Protocol: v6 (2017)

  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1973          95      0.36492  0.30861  0.50    2344     723    1982     5691   2.43
  1973          96      0.39230  0.32797  0.50    1621     531    1355     3709   2.29
  1973          97      0.42037  0.34736  0.50    1089     378     900     2354   2.16
  1973          98      0.44897  0.36666  0.50     711     261     580     1454   2.05
  1973          99      0.47791  0.38574  0.50     450     174     363      874   1.94
  1973         100      0.50700  0.40447  0.50     277     112     221      510   1.85
  1973         101      0.53604  0.42274  0.50     165      70     130      290   1.76
  1973         102      0.56484  0.44045  0.50      95      42      74      160   1.68
  1973         103      0.59321  0.45751  0.50      53      24      41       86   1.61
  1973         104      0.62097  0.47385  0.50      29      14      22       45   1.55
  1973         105      0.64796  0.48941  0.50      15       7      11       23   1.49
  1973         106      0.67404  0.50414  0.50       8       4       6       11   1.44
  1973         107      0.69908  0.51802  0.50       4       2       3        5   1.39
  1973         108      0.72299  0.53103  0.50       2       1       1        3   1.36
  1973         109      0.74569  0.54317  0.50       1       0       1        1   1.32
  1973         110+     0.76713  1.00000  1.30       0       0       1        1   1.30
  1974           0      0.02486  0.02434  0.14  100000    2434   97914  7440303  74.40
  1974           1      0.00122  0.00122  0.50   97566     119   97507  7342388  75.26
  1974           2      0.00067  0.00067  0.50   97447      65   97415  7244882  74.35
  1974           3      0.00051  0.00051  0.50   97382      49   97357  7147467  73.40
  1974           4      0.00046  0.00046  0.50   97333      45   97310  7050110  72.43
  1974           5      0.00039  0.00039  0.50   97288      37   97269  6952800  71.47
  1974           6      0.00034  0.00034  0.50   97250      33   97234  6855531  70.49
  1974           7      0.00027  0.00027  0.50   97217      27   97204  6758297  69.52
  1974           8      0.00027  0.00027  0.50   97191      26   97178  6661093  68.54
  1974           9      0.00020  0.00020  0.50   97165      19   97155  6563915  67.55
  1974          10      0.00024  0.00024  0.50   97145      24   97133  6466760  66.57
  1974          11      0.00019  0.00019  0.50   97122      18   97113  6369627  65.58
  1974          12      0.00022  0.00022  0.50   97104      21   97093  6272514  64.60
  1974          13      0.00025  0.00025  0.50   97082      24   97070  6175421  63.61
  1974          14      0.00024  0.00024  0.50   97059      23   97047  6078351  62.63
  1974          15      0.00038  0.00038  0.50   97036      37   97017  5981304  61.64
  1974          16      0.00036  0.00036  0.50   96999      35   96981  5884287  60.66
  1974          17      0.00038  0.00038  0.50   96963      37   96945  5787306  59.69
  1974          18      0.00045  0.00045  0.50   96927      44   96905  5690361  58.71
  1974          19      0.00045  0.00045  0.50   96883      44   96861  5593456  57.73
  1974          20      0.00051  0.00051  0.50   96839      49   96815  5496595  56.76
  1974          21      0.00048  0.00048  0.50   96790      47   96767  5399781  55.79
  1974          22      0.00048  0.00048  0.50   96743      47   96720  5303014  54.82
  1974          23      0.00048  0.00048  0.50   96697      47   96674  5206294  53.84
  1974          24      0.00042  0.00042  0.50   96650      41   96630  5109620  52.87
  1974          25      0.00055  0.00055  0.50   96610      53   96583  5012990  51.89
  1974          26      0.00049  0.00049  0.50   96557      47   96533  4916407  50.92
  1974          27      0.00057  0.00057  0.50   96509      55   96482  4819874  49.94
  1974          28      0.00062  0.00062  0.50   96454      60   96424  4723393  48.97
  1974          29      0.00072  0.00072  0.50   96394      69   96360  4626968  48.00
  1974          30      0.00067  0.00067  0.50   96325      65   96293  4530609  47.03
  1974          31      0.00075  0.00075  0.50   96261      72   96224  4434316  46.07
  1974          32      0.00074  0.00074  0.50   96188      71   96153  4338091  45.10
  1974          33      0.00085  0.00085  0.50   96118      82   96077  4241938  44.13
  1974          34      0.00108  0.00108  0.50   96035     104   95983  4145862  43.17
  1974          35      0.00099  0.00099  0.50   95931      95   95884  4049878  42.22
  1974          36      0.00110  0.00110  0.50   95837     105   95784  3953994  41.26
  1974          37      0.00117  0.00116  0.50   95732     112   95676  3858210  40.30
  1974          38      0.00139  0.00139  0.50   95620     133   95554  3762534  39.35
  1974          39      0.00159  0.00159  0.50   95487     152   95411  3666981  38.40
  1974          40      0.00164  0.00164  0.50   95335     156   95257  3571569  37.46
  1974          41      0.00193  0.00193  0.50   95179     184   95087  3476312  36.52
  1974          42      0.00200  0.00199  0.50   94996     189   94901  3381225  35.59
  1974          43      0.00208  0.00208  0.50   94806     197   94708  3286324  34.66
  1974          44      0.00258  0.00258  0.50   94609     244   94487  3191616  33.73
  1974          45      0.00257  0.00257  0.50   94365     243   94244  3097129  32.82
  1974          46      0.00278  0.00278  0.50   94123     262   93992  3002885  31.90
  1974          47      0.00304  0.00303  0.50   93861     285   93719  2908893  30.99
  1974          48      0.00351  0.00351  0.50   93577     328   93412  2815174  30.08
  1974          49      0.00381  0.00380  0.50   93248     354   93071  2721761  29.19
  1974          50      0.00413  0.00412  0.50   92894     383   92702  2628690  28.30
  1974          51      0.00424  0.00423  0.50   92511     391   92315  2535988  27.41
  1974          52      0.00469  0.00468  0.50   92119     431   91904  2443673  26.53
  1974          53      0.00534  0.00533  0.50   91688     488   91444  2351769  25.65
  1974          54      0.00605  0.00603  0.50   91200     550   90925  2260325  24.78
  1974          55      0.00575  0.00573  0.50   90649     520   90390  2169401  23.93
  1974          56      0.00661  0.00658  0.50   90130     593   89833  2079011  23.07
  1974          57      0.00755  0.00752  0.50   89536     674   89200  1989178  22.22
  1974          58      0.00759  0.00756  0.50   88863     672   88527  1899979  21.38
  1974          59      0.00915  0.00911  0.50   88191     804   87789  1811452  20.54
  1974          60      0.01003  0.00998  0.50   87387     872   86951  1723663  19.72
  1974          61      0.01083  0.01077  0.50   86515     932   86049  1636712  18.92
  1974          62      0.01187  0.01180  0.50   85583    1010   85078  1550662  18.12
  1974          63      0.01291  0.01282  0.50   84573    1085   84031  1465584  17.33
  1974          64      0.01422  0.01412  0.50   83489    1179   82899  1381553  16.55
  1974          65      0.01623  0.01610  0.50   82310    1325   81647  1298654  15.78
  1974          66      0.01756  0.01741  0.50   80985    1410   80280  1217007  15.03
  1974          67      0.01982  0.01963  0.50   79575    1562   78794  1136727  14.28
  1974          68      0.02262  0.02237  0.50   78013    1745   77140  1057933  13.56
  1974          69      0.02535  0.02504  0.50   76268    1910   75313   980792  12.86
  1974          70      0.02859  0.02819  0.50   74359    2096   73311   905479  12.18
  1974          71      0.03157  0.03108  0.50   72263    2246   71140   832168  11.52
  1974          72      0.03626  0.03562  0.50   70017    2494   68770   761029  10.87
  1974          73      0.03941  0.03864  0.50   67523    2609   66219   692259  10.25
  1974          74      0.04699  0.04591  0.50   64914    2980   63424   626040   9.64
  1974          75      0.05216  0.05083  0.50   61934    3148   60359   562616   9.08
  1974          76      0.05878  0.05710  0.50   58785    3357   57107   502257   8.54
  1974          77      0.06761  0.06540  0.50   55429    3625   53616   445150   8.03
  1974          78      0.07326  0.07067  0.50   51804    3661   49973   391533   7.56
  1974          79      0.08113  0.07797  0.50   48143    3754   46266   341560   7.09
  1974          80      0.09135  0.08736  0.50   44389    3878   42450   295294   6.65
  1974          81      0.09750  0.09297  0.50   40511    3766   38628   252844   6.24
  1974          82      0.10886  0.10324  0.50   36745    3794   34848   214216   5.83
  1974          83      0.12157  0.11460  0.50   32951    3776   31063   179368   5.44
  1974          84      0.13370  0.12532  0.50   29175    3656   27347   148305   5.08
  1974          85      0.14906  0.13872  0.50   25519    3540   23749   120958   4.74
  1974          86      0.17149  0.15794  0.50   21979    3471   20243    97209   4.42
  1974          87      0.18776  0.17164  0.50   18507    3177   16919    76966   4.16
  1974          88      0.19606  0.17856  0.50   15331    2737   13962    60047   3.92
  1974          89      0.21605  0.19499  0.50   12593    2456   11366    46085   3.66
  1974          90      0.23848  0.21307  0.50   10138    2160    9058    34720   3.42
  1974          91      0.25627  0.22716  0.50    7978    1812    7072    25662   3.22
  1974          92      0.27934  0.24511  0.50    6165    1511    5410    18590   3.02
  1974          93      0.29051  0.25367  0.50    4654    1181    4064    13181   2.83
  1974          94      0.34291  0.29272  0.50    3474    1017    2965     9117   2.62
  1974          95      0.35238  0.29960  0.50    2457     736    2089     6151   2.50
  1974          96      0.37870  0.31841  0.50    1721     548    1447     4063   2.36
  1974          97      0.40575  0.33732  0.50    1173     396     975     2616   2.23
  1974          98      0.43339  0.35620  0.50     777     277     639     1641   2.11
  1974          99      0.46144  0.37494  0.50     500     188     407     1002   2.00
  1974         100      0.48974  0.39341  0.50     313     123     251      595   1.90
  1974         101      0.51811  0.41151  0.50     190      78     151      344   1.81
  1974         102      0.54636  0.42913  0.50     112      48      88      193   1.73
  1974         103      0.57432  0.44619  0.50      64      28      50      106   1.66
  1974         104      0.60181  0.46261  0.50      35      16      27       56   1.59
  1974         105      0.62867  0.47832  0.50      19       9      14       29   1.53
  1974         106      0.65476  0.49327  0.50      10       5       7       15   1.48
  1974         107      0.67995  0.50744  0.50       5       3       4        7   1.43
  1974         108      0.70413  0.52078  0.50       2       1       2        3   1.39
  1974         109      0.72722  0.53331  0.50       1       1       1        2   1.36
  1974         110+     0.74915  1.00000  1.33       1       1       1        1   1.33
  1975           0      0.02576  0.02520  0.15  100000    2520   97849  7405819  74.06
